tool	rank	metric	sample	value
Gold standard	strain	False positives	sample_134	0.0
Gold standard	strain	Completeness	sample_134	1.0
Gold standard	strain	Purity	sample_134	1.0
Gold standard	strain	F1 score	sample_134	1.0
Gold standard	strain	Jaccard index	sample_134	1.0
Gold standard	strain	Taxon counts	sample_134	86.0
Gold standard	superkingdom	L1 norm error	sample_134	0.0
Gold standard	phylum	L1 norm error	sample_134	0.0
Gold standard	class	L1 norm error	sample_134	0.0
Gold standard	order	L1 norm error	sample_134	0.0
Gold standard	family	L1 norm error	sample_134	0.0
Gold standard	genus	L1 norm error	sample_134	0.0
Gold standard	species	L1 norm error	sample_134	0.0
Gold standard	strain	L1 norm error	sample_134	0.0
Gold standard	na	Weighted UniFrac error	sample_134	0.0
Gold standard	na	Unweighted UniFrac error	sample_134	0.0
Gold standard	superkingdom	Bray-Curtis distance	sample_135	0.0
Gold standard	phylum	Bray-Curtis distance	sample_135	0.0
Gold standard	class	Bray-Curtis distance	sample_135	0.0
Gold standard	order	Bray-Curtis distance	sample_135	0.0
Gold standard	family	Bray-Curtis distance	sample_135	0.0
Gold standard	genus	Bray-Curtis distance	sample_135	0.0
Gold standard	species	Bray-Curtis distance	sample_135	0.0
Gold standard	strain	Bray-Curtis distance	sample_135	0.0
Gold standard	superkingdom	Shannon diversity	sample_135	0.0
Gold standard	superkingdom	Shannon equitability	sample_135	0.0
Gold standard	phylum	Shannon diversity	sample_135	0.27432877968606434
Gold standard	phylum	Shannon equitability	sample_135	0.39577277002620603
Gold standard	class	Shannon diversity	sample_135	1.0124480990056601
Gold standard	class	Shannon equitability	sample_135	0.6290693733406852
Gold standard	order	Shannon diversity	sample_135	2.2758552421725255
Gold standard	order	Shannon equitability	sample_135	0.8404036384725159
Gold standard	family	Shannon diversity	sample_135	2.9546096311775356
Gold standard	family	Shannon equitability	sample_135	0.9068514688554187
Gold standard	genus	Shannon diversity	sample_135	3.473025307212085
Gold standard	genus	Shannon equitability	sample_135	0.8923909741922423
Gold standard	species	Shannon diversity	sample_135	4.179078889539587
Gold standard	species	Shannon equitability	sample_135	0.9457410349144579
Gold standard	strain	Shannon diversity	sample_135	4.179078889539587
Gold standard	strain	Shannon equitability	sample_135	0.9457410349144579
Gold standard	superkingdom	True positives	sample_135	1.0
Gold standard	superkingdom	False negatives	sample_135	0.0
Gold standard	superkingdom	False positives	sample_135	0.0
Gold standard	superkingdom	Completeness	sample_135	1.0
Gold standard	superkingdom	Purity	sample_135	1.0
Gold standard	superkingdom	F1 score	sample_135	1.0
Gold standard	superkingdom	Jaccard index	sample_135	1.0
Gold standard	superkingdom	Taxon counts	sample_135	1.0
Gold standard	phylum	True positives	sample_135	2.0
Gold standard	phylum	False negatives	sample_135	0.0
Gold standard	phylum	False positives	sample_135	0.0
Gold standard	phylum	Completeness	sample_135	1.0
Gold standard	phylum	Purity	sample_135	1.0
Gold standard	phylum	F1 score	sample_135	1.0
Gold standard	phylum	Jaccard index	sample_135	1.0
Gold standard	phylum	Taxon counts	sample_135	2.0
Gold standard	class	True positives	sample_135	5.0
Gold standard	class	False negatives	sample_135	0.0
Gold standard	class	False positives	sample_135	0.0
Gold standard	class	Completeness	sample_135	1.0
Gold standard	class	Purity	sample_135	1.0
Gold standard	class	F1 score	sample_135	1.0
Gold standard	class	Jaccard index	sample_135	1.0
Gold standard	class	Taxon counts	sample_135	5.0
Gold standard	order	True positives	sample_135	15.0
Gold standard	order	False negatives	sample_135	0.0
Gold standard	order	False positives	sample_135	0.0
Gold standard	order	Completeness	sample_135	1.0
Gold standard	order	Purity	sample_135	1.0
Gold standard	order	F1 score	sample_135	1.0
Gold standard	order	Jaccard index	sample_135	1.0
Gold standard	order	Taxon counts	sample_135	15.0
Gold standard	family	True positives	sample_135	26.0
Gold standard	family	False negatives	sample_135	0.0
Gold standard	family	False positives	sample_135	0.0
Gold standard	family	Completeness	sample_135	1.0
Gold standard	family	Purity	sample_135	1.0
Gold standard	family	F1 score	sample_135	1.0
Gold standard	family	Jaccard index	sample_135	1.0
Gold standard	family	Taxon counts	sample_135	26.0
Gold standard	genus	True positives	sample_135	49.0
Gold standard	genus	False negatives	sample_135	0.0
Gold standard	genus	False positives	sample_135	0.0
Gold standard	genus	Completeness	sample_135	1.0
Gold standard	genus	Purity	sample_135	1.0
Gold standard	genus	F1 score	sample_135	1.0
Gold standard	genus	Jaccard index	sample_135	1.0
Gold standard	genus	Taxon counts	sample_135	49.0
Gold standard	species	True positives	sample_135	83.0
Gold standard	species	False negatives	sample_135	0.0
Gold standard	species	False positives	sample_135	0.0
Gold standard	species	Completeness	sample_135	1.0
Gold standard	species	Purity	sample_135	1.0
Gold standard	species	F1 score	sample_135	1.0
Gold standard	species	Jaccard index	sample_135	1.0
Gold standard	species	Taxon counts	sample_135	83.0
Gold standard	strain	True positives	sample_135	83.0
Gold standard	strain	False negatives	sample_135	0.0
Gold standard	strain	False positives	sample_135	0.0
Gold standard	strain	Completeness	sample_135	1.0
Gold standard	strain	Purity	sample_135	1.0
Gold standard	strain	F1 score	sample_135	1.0
Gold standard	strain	Jaccard index	sample_135	1.0
Gold standard	strain	Taxon counts	sample_135	83.0
Gold standard	superkingdom	L1 norm error	sample_135	0.0
Gold standard	phylum	L1 norm error	sample_135	0.0
Gold standard	class	L1 norm error	sample_135	0.0
Gold standard	order	L1 norm error	sample_135	0.0
Gold standard	family	L1 norm error	sample_135	0.0
Gold standard	genus	L1 norm error	sample_135	0.0
Gold standard	species	L1 norm error	sample_135	0.0
Gold standard	strain	L1 norm error	sample_135	0.0
Gold standard	na	Weighted UniFrac error	sample_135	0.0
Gold standard	na	Unweighted UniFrac error	sample_135	0.0
Gold standard	superkingdom	Bray-Curtis distance	sample_136	0.0
Gold standard	phylum	Bray-Curtis distance	sample_136	0.0
Gold standard	class	Bray-Curtis distance	sample_136	0.0
Gold standard	order	Bray-Curtis distance	sample_136	0.0
Gold standard	family	Bray-Curtis distance	sample_136	0.0
Gold standard	genus	Bray-Curtis distance	sample_136	0.0
Gold standard	species	Bray-Curtis distance	sample_136	0.0
Gold standard	strain	Bray-Curtis distance	sample_136	0.0
Gold standard	superkingdom	Shannon diversity	sample_136	0.0
Gold standard	superkingdom	Shannon equitability	sample_136	0.0
Gold standard	phylum	Shannon diversity	sample_136	0.276271082253416
Gold standard	phylum	Shannon equitability	sample_136	0.3985749203080302
Gold standard	class	Shannon diversity	sample_136	0.9843876624154009
Gold standard	class	Shannon equitability	sample_136	0.6116344438081623
Gold standard	order	Shannon diversity	sample_136	2.3286590944364085
Gold standard	order	Shannon equitability	sample_136	0.8599024838936203
Gold standard	family	Shannon diversity	sample_136	2.92601939002552
Gold standard	family	Shannon equitability	sample_136	0.8980763325700534
Gold standard	genus	Shannon diversity	sample_136	3.5676231251377333
Gold standard	genus	Shannon equitability	sample_136	0.9073706360334601
Gold standard	species	Shannon diversity	sample_136	4.272045826859836
Gold standard	species	Shannon equitability	sample_136	0.9667797972441555
Gold standard	strain	Shannon diversity	sample_136	4.272045826859836
Gold standard	strain	Shannon equitability	sample_136	0.9667797972441555
Gold standard	superkingdom	True positives	sample_136	1.0
Gold standard	superkingdom	False negatives	sample_136	0.0
Gold standard	superkingdom	False positives	sample_136	0.0
Gold standard	superkingdom	Completeness	sample_136	1.0
Gold standard	superkingdom	Purity	sample_136	1.0
Gold standard	superkingdom	F1 score	sample_136	1.0
Gold standard	superkingdom	Jaccard index	sample_136	1.0
Gold standard	superkingdom	Taxon counts	sample_136	1.0
Gold standard	phylum	True positives	sample_136	2.0
Gold standard	phylum	False negatives	sample_136	0.0
Gold standard	phylum	False positives	sample_136	0.0
Gold standard	phylum	Completeness	sample_136	1.0
Gold standard	phylum	Purity	sample_136	1.0
Gold standard	phylum	F1 score	sample_136	1.0
Gold standard	phylum	Jaccard index	sample_136	1.0
Gold standard	phylum	Taxon counts	sample_136	2.0
Gold standard	class	True positives	sample_136	5.0
Gold standard	class	False negatives	sample_136	0.0
Gold standard	class	False positives	sample_136	0.0
Gold standard	class	Completeness	sample_136	1.0
Gold standard	class	Purity	sample_136	1.0
Gold standard	class	F1 score	sample_136	1.0
Gold standard	class	Jaccard index	sample_136	1.0
Gold standard	class	Taxon counts	sample_136	5.0
Gold standard	order	True positives	sample_136	15.0
Gold standard	order	False negatives	sample_136	0.0
Gold standard	order	False positives	sample_136	0.0
Gold standard	order	Completeness	sample_136	1.0
Gold standard	order	Purity	sample_136	1.0
Gold standard	order	F1 score	sample_136	1.0
Gold standard	order	Jaccard index	sample_136	1.0
Gold standard	order	Taxon counts	sample_136	15.0
Gold standard	family	True positives	sample_136	26.0
Gold standard	family	False negatives	sample_136	0.0
Gold standard	family	False positives	sample_136	0.0
Gold standard	family	Completeness	sample_136	1.0
Gold standard	family	Purity	sample_136	1.0
Gold standard	family	F1 score	sample_136	1.0
Gold standard	family	Jaccard index	sample_136	1.0
Gold standard	family	Taxon counts	sample_136	26.0
Gold standard	genus	True positives	sample_136	51.0
Gold standard	genus	False negatives	sample_136	0.0
Gold standard	genus	False positives	sample_136	0.0
Gold standard	genus	Completeness	sample_136	1.0
Gold standard	genus	Purity	sample_136	1.0
Gold standard	genus	F1 score	sample_136	1.0
Gold standard	genus	Jaccard index	sample_136	1.0
Gold standard	genus	Taxon counts	sample_136	51.0
Gold standard	species	True positives	sample_136	83.0
Gold standard	species	False negatives	sample_136	0.0
Gold standard	species	False positives	sample_136	0.0
Gold standard	species	Completeness	sample_136	1.0
Gold standard	species	Purity	sample_136	1.0
Gold standard	species	F1 score	sample_136	1.0
Gold standard	species	Jaccard index	sample_136	1.0
Gold standard	species	Taxon counts	sample_136	83.0
Gold standard	strain	True positives	sample_136	83.0
Gold standard	strain	False negatives	sample_136	0.0
Gold standard	strain	False positives	sample_136	0.0
Gold standard	strain	Completeness	sample_136	1.0
Gold standard	strain	Purity	sample_136	1.0
Gold standard	strain	F1 score	sample_136	1.0
Gold standard	strain	Jaccard index	sample_136	1.0
Gold standard	strain	Taxon counts	sample_136	83.0
Gold standard	superkingdom	L1 norm error	sample_136	0.0
Gold standard	phylum	L1 norm error	sample_136	0.0
Gold standard	class	L1 norm error	sample_136	0.0
Gold standard	order	L1 norm error	sample_136	0.0
Gold standard	family	L1 norm error	sample_136	0.0
Gold standard	genus	L1 norm error	sample_136	0.0
Gold standard	species	L1 norm error	sample_136	0.0
Gold standard	strain	L1 norm error	sample_136	0.0
Gold standard	na	Weighted UniFrac error	sample_136	0.0
Gold standard	na	Unweighted UniFrac error	sample_136	0.0
Gold standard	superkingdom	Bray-Curtis distance	sample_137	0.0
Gold standard	phylum	Bray-Curtis distance	sample_137	0.0
Gold standard	class	Bray-Curtis distance	sample_137	0.0
Gold standard	order	Bray-Curtis distance	sample_137	0.0
Gold standard	family	Bray-Curtis distance	sample_137	0.0
Gold standard	genus	Bray-Curtis distance	sample_137	0.0
Gold standard	species	Bray-Curtis distance	sample_137	0.0
Gold standard	strain	Bray-Curtis distance	sample_137	0.0
Gold standard	superkingdom	Shannon diversity	sample_137	0.0
Gold standard	superkingdom	Shannon equitability	sample_137	0.0
Gold standard	phylum	Shannon diversity	sample_137	0.27645772038245203
Gold standard	phylum	Shannon equitability	sample_137	0.39884418221123125
Gold standard	class	Shannon diversity	sample_137	0.9108918850007895
Gold standard	class	Shannon equitability	sample_137	0.5659689497578471
Gold standard	order	Shannon diversity	sample_137	2.21266497616227
Gold standard	order	Shannon equitability	sample_137	0.8170694085588546
Gold standard	family	Shannon diversity	sample_137	2.8706390889331708
Gold standard	family	Shannon equitability	sample_137	0.8918141752332777
Gold standard	genus	Shannon diversity	sample_137	3.589234482559229
Gold standard	genus	Shannon equitability	sample_137	0.9128671558286479
Gold standard	species	Shannon diversity	sample_137	4.2449585131039544
Gold standard	species	Shannon equitability	sample_137	0.9555011789193332
Gold standard	strain	Shannon diversity	sample_137	4.2449585131039544
Gold standard	strain	Shannon equitability	sample_137	0.9555011789193332
Gold standard	superkingdom	True positives	sample_137	1.0
Gold standard	superkingdom	False negatives	sample_137	0.0
Gold standard	superkingdom	False positives	sample_137	0.0
Gold standard	superkingdom	Completeness	sample_137	1.0
Gold standard	superkingdom	Purity	sample_137	1.0
Gold standard	superkingdom	F1 score	sample_137	1.0
Gold standard	superkingdom	Jaccard index	sample_137	1.0
Gold standard	superkingdom	Taxon counts	sample_137	1.0
Gold standard	phylum	True positives	sample_137	2.0
Gold standard	phylum	False negatives	sample_137	0.0
Gold standard	phylum	False positives	sample_137	0.0
Gold standard	phylum	Completeness	sample_137	1.0
Gold standard	phylum	Purity	sample_137	1.0
Gold standard	phylum	F1 score	sample_137	1.0
Gold standard	phylum	Jaccard index	sample_137	1.0
Gold standard	phylum	Taxon counts	sample_137	2.0
Gold standard	class	True positives	sample_137	5.0
Gold standard	class	False negatives	sample_137	0.0
Gold standard	class	False positives	sample_137	0.0
Gold standard	class	Completeness	sample_137	1.0
Gold standard	class	Purity	sample_137	1.0
Gold standard	class	F1 score	sample_137	1.0
Gold standard	class	Jaccard index	sample_137	1.0
Gold standard	class	Taxon counts	sample_137	5.0
Gold standard	order	True positives	sample_137	15.0
Gold standard	order	False negatives	sample_137	0.0
Gold standard	order	False positives	sample_137	0.0
Gold standard	order	Completeness	sample_137	1.0
Gold standard	order	Purity	sample_137	1.0
Gold standard	order	F1 score	sample_137	1.0
Gold standard	order	Jaccard index	sample_137	1.0
Gold standard	order	Taxon counts	sample_137	15.0
Gold standard	family	True positives	sample_137	25.0
Gold standard	family	False negatives	sample_137	0.0
Gold standard	family	False positives	sample_137	0.0
Gold standard	family	Completeness	sample_137	1.0
Gold standard	family	Purity	sample_137	1.0
Gold standard	family	F1 score	sample_137	1.0
Gold standard	family	Jaccard index	sample_137	1.0
Gold standard	family	Taxon counts	sample_137	25.0
Gold standard	genus	True positives	sample_137	51.0
Gold standard	genus	False negatives	sample_137	0.0
Gold standard	genus	False positives	sample_137	0.0
